RecordID,PolicyID,TransactionType,PolicyStartDate,CancellationDate,DaysUsed,DaysPaid,PaymentFrequency,AnnualTotalCharge,ProductA_Premium,ProductA_TaxAmount,ProductA_Commission,ProductA_AdminFee,ProductB_Premium,ProductB_TaxAmount,ProductB_Commission,ProductC_Premium,ProductC_TaxAmount,ProductC_Commission,ProductC_AdminFee,EventEffectiveDate,PolicyEndDate,IntervalMonths,AlignedStart,PayStart,PayDate,PaymentMonthNum,UnderwrittenMonthNum,CancellationEffectiveDate,CancellationStatus,InstalmentCount,Base_Installment_Premium_A,Base_Installment_Tax_A,Base_Installment_Premium_B,Base_Installment_Tax_B,Base_Installment_Premium_C,Base_Installment_Tax_C,UpgradeInstalmentCount,Upgrade_Installment_Premium_A,Upgrade_Installment_Tax_A,Upgrade_Installment_Premium_B,Upgrade_Installment_Tax_B,Upgrade_Installment_Premium_C,Upgrade_Installment_Tax_C
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/04/2024,202404,202404,10/09/2024,Before Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/05/2024,202405,202404,10/09/2024,Before Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/06/2024,202406,202404,10/09/2024,Before Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/07/2024,202407,202404,10/09/2024,Before Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/08/2024,202408,202404,10/09/2024,Before Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/09/2024,202409,202404,10/09/2024,In Cancellation Month,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/10/2024,202410,202404,10/09/2024,After Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/11/2024,202411,202404,10/09/2024,After Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/12/2024,202412,202404,10/09/2024,After Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/01/2025,202501,202404,10/09/2024,After Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/02/2025,202502,202404,10/09/2024,After Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1002,POL-1001,Upgrade,15/04/2024,,30,30,monthly,60,30,3,2,1,10,1,1,20,2,1,0.5,15/04/2024,31/03/2025,1,15/04/2024,15/04/2024,15/03/2025,202503,202404,10/09/2024,After Cancellation,12,,,,,,,12,2.5,0.25,0.8333333333333334,0.083333333,1.6666666666666667,0.16666666666666666
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/09/2024,202409,202409,10/09/2024,In Cancellation Month,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/10/2024,202410,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/11/2024,202411,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/12/2024,202412,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/01/2025,202501,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/02/2025,202502,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/03/2025,202503,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/04/2025,202504,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/05/2025,202505,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/06/2025,202506,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/07/2025,202507,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1003,POL-1001,Cancellation,10/09/2024,10/09/2024,180,150,monthly,-120,-60,-6,-4,-2,-20,-2,-1.5,-40,-4,-2,-1,10/09/2024,31/08/2025,1,10/09/2024,10/09/2024,10/08/2025,202508,202409,10/09/2024,After Cancellation,1,-60,-6,-20,-2,-40,-4,,,,,,,
1004,POL-1002,New,01/02/2024,,0,0,quarterly,320,160,16,8,4,80,8,5,80,8,4,2,01/02/2024,31/01/2025,3,01/02/2024,01/02/2024,01/02/2024,202402,202402,,No Cancellation,4,40,4,20,2,20,2,,,,,,,
1004,POL-1002,New,01/02/2024,,0,0,quarterly,320,160,16,8,4,80,8,5,80,8,4,2,01/02/2024,31/01/2025,3,01/02/2024,01/02/2024,01/05/2024,202405,202402,,No Cancellation,4,40,4,20,2,20,2,,,,,,,
1004,POL-1002,New,01/02/2024,,0,0,quarterly,320,160,16,8,4,80,8,5,80,8,4,2,01/02/2024,31/01/2025,3,01/02/2024,01/02/2024,01/08/2024,202408,202402,,No Cancellation,4,40,4,20,2,20,2,,,,,,,
1004,POL-1002,New,01/02/2024,,0,0,quarterly,320,160,16,8,4,80,8,5,80,8,4,2,01/02/2024,31/01/2025,3,01/02/2024,01/02/2024,01/11/2024,202411,202402,,No Cancellation,4,40,4,20,2,20,2,,,,,,,
1005,POL-1002,Renewal,01/02/2025,,365,365,quarterly,0,0,0,0,0,0,0,0,0,0,0,0,01/02/2025,31/01/2026,3,01/02/2025,01/02/2025,01/02/2025,202502,202502,,No Cancellation,4,0,0,0,0,0,0,,,,,,,
1005,POL-1002,Renewal,01/02/2025,,365,365,quarterly,0,0,0,0,0,0,0,0,0,0,0,0,01/02/2025,31/01/2026,3,01/02/2025,01/02/2025,01/05/2025,202505,202502,,No Cancellation,4,0,0,0,0,0,0,,,,,,,
1005,POL-1002,Renewal,01/02/2025,,365,365,quarterly,0,0,0,0,0,0,0,0,0,0,0,0,01/02/2025,31/01/2026,3,01/02/2025,01/02/2025,01/08/2025,202508,202502,,No Cancellation,4,0,0,0,0,0,0,,,,,,,
1005,POL-1002,Renewal,01/02/2025,,365,365,quarterly,0,0,0,0,0,0,0,0,0,0,0,0,01/02/2025,31/01/2026,3,01/02/2025,01/02/2025,01/11/2025,202511,202502,,No Cancellation,4,0,0,0,0,0,0,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/03/2024,202403,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/04/2024,202404,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/05/2024,202405,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/06/2024,202406,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/07/2024,202407,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/08/2024,202408,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/09/2024,202409,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/10/2024,202410,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/11/2024,202411,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/12/2024,202412,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/01/2025,202501,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1006,POL-1003,New,10/03/2024,,0,0,monthly,150,70,7,4,2.5,40,4,2.5,40,4,2.5,1.2,10/03/2024,28/02/2025,1,10/03/2024,10/03/2024,10/02/2025,202502,202403,,No Cancellation,12,5.833333333333333,0.5833333333333334,3.3333333333333335,0.3333333333333333,3.3333333333333335,0.3333333333333333,,,,,,,
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/06/2024,202406,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/07/2024,202407,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/08/2024,202408,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/09/2024,202409,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/10/2024,202410,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/11/2024,202411,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/12/2024,202412,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/01/2025,202501,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/02/2025,202502,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/03/2025,202503,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/04/2025,202504,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1007,POL-1003,Upgrade,05/06/2024,,60,30,monthly,45,20,2,1.5,1,10,1,0.8,15,1.5,0.8,0.4,05/06/2024,31/05/2025,1,05/06/2024,05/06/2024,05/05/2025,202505,202406,,No Cancellation,12,,,,,,,12,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.083333333,1.25,0.125
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/10/2024,202410,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/11/2024,202411,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/12/2024,202412,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/01/2025,202501,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/02/2025,202502,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/03/2025,202503,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/04/2025,202504,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/05/2025,202505,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/06/2025,202506,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/07/2025,202507,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/08/2025,202508,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1008,POL-1003,Upgrade,01/10/2024,,150,90,monthly,55,25,2.5,1.8,1.2,12,1.2,1,18,1.8,1,0.5,01/10/2024,30/09/2025,1,01/10/2024,01/10/2024,01/09/2025,202509,202410,,No Cancellation,12,,,,,,,12,2.0833333333333335,0.20833333333333334,1,0.1,1.5,0.15
1009,POL-1004,New,20/01/2024,,0,0,annual,420,210,21,10,5,100,10,6,110,11,6,2.5,20/01/2024,31/12/2024,12,20/01/2024,20/01/2024,20/01/2024,202401,202401,15/03/2024,Before Cancellation,1,210,21,100,10,110,11,,,,,,,
